##
## Created by M. Vincenzi on Dec 2021
## PDF for SALT2x1, SALTc as a function of Mass

VARNAMES: SALT2x1 LOGMASS PROB
PDF: -4.800 9.80 0.000
PDF: -4.700 9.80 0.000
PDF: -4.600 9.80 0.000
PDF: -4.500 9.80 0.000
PDF: -4.400 9.80 0.000
PDF: -4.300 9.80 0.000
PDF: -4.200 9.80 0.000
PDF: -4.100 9.80 0.000
PDF: -4.000 9.80 0.000
PDF: -3.900 9.80 0.000
PDF: -3.800 9.80 0.000
PDF: -3.700 9.80 0.000
PDF: -3.600 9.80 0.000
PDF: -3.500 9.80 0.000
PDF: -3.400 9.80 0.000
PDF: -3.300 9.80 0.000
PDF: -3.200 9.80 0.000
PDF: -3.100 9.80 0.000
PDF: -3.000 9.80 0.000
PDF: -2.900 9.80 0.000
PDF: -2.800 9.80 0.000
PDF: -2.700 9.80 0.000
PDF: -2.600 9.80 0.000
PDF: -2.500 9.80 0.000
PDF: -2.400 9.80 0.001
PDF: -2.300 9.80 0.001
PDF: -2.200 9.80 0.002
PDF: -2.100 9.80 0.003
PDF: -2.000 9.80 0.004
PDF: -1.900 9.80 0.007
PDF: -1.800 9.80 0.011
PDF: -1.700 9.80 0.017
PDF: -1.600 9.80 0.025
PDF: -1.500 9.80 0.036
PDF: -1.400 9.80 0.052
PDF: -1.300 9.80 0.073
PDF: -1.200 9.80 0.100
PDF: -1.100 9.80 0.135
PDF: -1.000 9.80 0.178
PDF: -0.900 9.80 0.231
PDF: -0.800 9.80 0.292
PDF: -0.700 9.80 0.362
PDF: -0.600 9.80 0.440
PDF: -0.500 9.80 0.523
PDF: -0.400 9.80 0.610
PDF: -0.300 9.80 0.696
PDF: -0.200 9.80 0.779
PDF: -0.100 9.80 0.853
PDF: -0.000 9.80 0.916
PDF: 0.100 9.80 0.963
PDF: 0.200 9.80 0.991
PDF: 0.300 9.80 1.000
PDF: 0.400 9.80 0.936
PDF: 0.500 9.80 0.779
PDF: 0.600 9.80 0.578
PDF: 0.700 9.80 0.381
PDF: 0.800 9.80 0.224
PDF: 0.900 9.80 0.117
PDF: 1.000 9.80 0.055
PDF: 1.100 9.80 0.023
PDF: 1.200 9.80 0.008
PDF: 1.300 9.80 0.003
PDF: 1.400 9.80 0.001
PDF: 1.500 9.80 0.000
PDF: 1.600 9.80 0.000
PDF: 1.700 9.80 0.000
PDF: 1.800 9.80 0.000
PDF: 1.900 9.80 0.000
PDF: 2.000 9.80 0.000
PDF: 2.100 9.80 0.000
PDF: 2.200 9.80 0.000
PDF: 2.300 9.80 0.000
PDF: 2.400 9.80 0.000
PDF: 2.500 9.80 0.000
PDF: 2.600 9.80 0.000
PDF: 2.700 9.80 0.000
PDF: 2.800 9.80 0.000
PDF: 2.900 9.80 0.000
PDF: 3.000 9.80 0.000
PDF: 3.100 9.80 0.000
PDF: 3.200 9.80 0.000
PDF: 3.300 9.80 0.000
PDF: 3.400 9.80 0.000
PDF: 3.500 9.80 0.000
PDF: 3.600 9.80 0.000
PDF: 3.700 9.80 0.000
PDF: 3.800 9.80 0.000
PDF: 3.900 9.80 0.000
PDF: 4.000 9.80 0.000
PDF: 4.100 9.80 0.000
PDF: 4.200 9.80 0.000
PDF: 4.300 9.80 0.000
PDF: 4.400 9.80 0.000
PDF: 4.500 9.80 0.000
PDF: 4.600 9.80 0.000
PDF: 4.700 9.80 0.000
PDF: 4.800 9.80 0.000
PDF: 4.900 9.80 0.000
PDF: -5.000 10.00 0.000
PDF: -4.900 10.00 0.000
PDF: -4.800 10.00 0.000
PDF: -4.700 10.00 0.000
PDF: -4.600 10.00 0.000
PDF: -4.500 10.00 0.000
PDF: -4.400 10.00 0.000
PDF: -4.300 10.00 0.000
PDF: -4.200 10.00 0.000
PDF: -4.100 10.00 0.000
PDF: -4.000 10.00 0.000
PDF: -3.900 10.00 0.000
PDF: -3.800 10.00 0.000
PDF: -3.700 10.00 0.000
PDF: -3.600 10.00 0.000
PDF: -3.500 10.00 0.000
PDF: -3.400 10.00 0.000
PDF: -3.300 10.00 0.000
PDF: -3.200 10.00 0.000
PDF: -3.100 10.00 0.000
PDF: -3.000 10.00 0.000
PDF: -2.900 10.00 0.000
PDF: -2.800 10.00 0.000
PDF: -2.700 10.00 0.000
PDF: -2.600 10.00 0.001
PDF: -2.500 10.00 0.001
PDF: -2.400 10.00 0.002
PDF: -2.300 10.00 0.003
PDF: -2.200 10.00 0.005
PDF: -2.100 10.00 0.008
PDF: -2.000 10.00 0.013
PDF: -1.900 10.00 0.020
PDF: -1.800 10.00 0.030
PDF: -1.700 10.00 0.045
PDF: -1.600 10.00 0.064
PDF: -1.500 10.00 0.090
PDF: -1.400 10.00 0.124
PDF: -1.300 10.00 0.166
PDF: -1.200 10.00 0.219
PDF: -1.100 10.00 0.281
PDF: -1.000 10.00 0.353
PDF: -0.900 10.00 0.433
PDF: -0.800 10.00 0.520
PDF: -0.700 10.00 0.611
PDF: -0.600 10.00 0.702
PDF: -0.500 10.00 0.787
PDF: -0.400 10.00 0.864
PDF: -0.300 10.00 0.927
PDF: -0.200 10.00 0.973
PDF: -0.100 10.00 0.998
PDF: -0.000 10.00 1.000
PDF: 0.100 10.00 0.967
PDF: 0.200 10.00 0.899
PDF: 0.300 10.00 0.805
PDF: 0.400 10.00 0.693
PDF: 0.500 10.00 0.574
PDF: 0.600 10.00 0.457
PDF: 0.700 10.00 0.350
PDF: 0.800 10.00 0.258
PDF: 0.900 10.00 0.183
PDF: 1.000 10.00 0.125
PDF: 1.100 10.00 0.082
PDF: 1.200 10.00 0.052
PDF: 1.300 10.00 0.031
PDF: 1.400 10.00 0.018
PDF: 1.500 10.00 0.010
PDF: 1.600 10.00 0.006
PDF: 1.700 10.00 0.003
PDF: 1.800 10.00 0.001
PDF: 1.900 10.00 0.001
PDF: 2.000 10.00 0.000
PDF: 2.100 10.00 0.000
PDF: 2.200 10.00 0.000
PDF: 2.300 10.00 0.000
PDF: 2.400 10.00 0.000
PDF: 2.500 10.00 0.000
PDF: 2.600 10.00 0.000
PDF: 2.700 10.00 0.000
PDF: 2.800 10.00 0.000
PDF: 2.900 10.00 0.000
PDF: 3.000 10.00 0.000
PDF: 3.100 10.00 0.000
PDF: 3.200 10.00 0.000
PDF: 3.300 10.00 0.000
PDF: 3.400 10.00 0.000
PDF: 3.500 10.00 0.000
PDF: 3.600 10.00 0.000
PDF: 3.700 10.00 0.000
PDF: 3.800 10.00 0.000
PDF: 3.900 10.00 0.000
PDF: 4.000 10.00 0.000
PDF: 4.100 10.00 0.000
PDF: 4.200 10.00 0.000
PDF: 4.300 10.00 0.000
PDF: 4.400 10.00 0.000
PDF: 4.500 10.00 0.000
PDF: 4.600 10.00 0.000
PDF: 4.700 10.00 0.000
PDF: 4.800 10.00 0.000
PDF: 4.900 10.00 0.000
PDF: -5.000 10.20 0.000
PDF: -4.900 10.20 0.000
PDF: -4.800 10.20 0.000
PDF: -4.700 10.20 0.000
PDF: -4.600 10.20 0.000
PDF: -4.500 10.20 0.000
PDF: -4.400 10.20 0.000
PDF: -4.300 10.20 0.000
PDF: -4.200 10.20 0.000
PDF: -4.100 10.20 0.000
PDF: -4.000 10.20 0.000
PDF: -3.900 10.20 0.000
PDF: -3.800 10.20 0.000
PDF: -3.700 10.20 0.000
PDF: -3.600 10.20 0.000
PDF: -3.500 10.20 0.000
PDF: -3.400 10.20 0.000
PDF: -3.300 10.20 0.000
PDF: -3.200 10.20 0.000
PDF: -3.100 10.20 0.000
PDF: -3.000 10.20 0.000
PDF: -2.900 10.20 0.000
PDF: -2.800 10.20 0.001
PDF: -2.700 10.20 0.001
PDF: -2.600 10.20 0.002
PDF: -2.500 10.20 0.003
PDF: -2.400 10.20 0.005
PDF: -2.300 10.20 0.008
PDF: -2.200 10.20 0.013
PDF: -2.100 10.20 0.020
PDF: -2.000 10.20 0.029
PDF: -1.900 10.20 0.042
PDF: -1.800 10.20 0.059
PDF: -1.700 10.20 0.082
PDF: -1.600 10.20 0.111
PDF: -1.500 10.20 0.148
PDF: -1.400 10.20 0.193
PDF: -1.300 10.20 0.247
PDF: -1.200 10.20 0.310
PDF: -1.100 10.20 0.381
PDF: -1.000 10.20 0.460
PDF: -0.900 10.20 0.543
PDF: -0.800 10.20 0.629
PDF: -0.700 10.20 0.714
PDF: -0.600 10.20 0.794
PDF: -0.500 10.20 0.866
PDF: -0.400 10.20 0.925
PDF: -0.300 10.20 0.969
PDF: -0.200 10.20 0.994
PDF: -0.100 10.20 1.000
PDF: -0.000 10.20 0.969
PDF: 0.100 10.20 0.899
PDF: 0.200 10.20 0.797
PDF: 0.300 10.20 0.677
PDF: 0.400 10.20 0.549
PDF: 0.500 10.20 0.426
PDF: 0.600 10.20 0.317
PDF: 0.700 10.20 0.225
PDF: 0.800 10.20 0.153
PDF: 0.900 10.20 0.099
PDF: 1.000 10.20 0.062
PDF: 1.100 10.20 0.037
PDF: 1.200 10.20 0.021
PDF: 1.300 10.20 0.011
PDF: 1.400 10.20 0.006
PDF: 1.500 10.20 0.003
PDF: 1.600 10.20 0.001
PDF: 1.700 10.20 0.001
PDF: 1.800 10.20 0.000
PDF: 1.900 10.20 0.000
PDF: 2.000 10.20 0.000
PDF: 2.100 10.20 0.000
PDF: 2.200 10.20 0.000
PDF: 2.300 10.20 0.000
PDF: 2.400 10.20 0.000
PDF: 2.500 10.20 0.000
PDF: 2.600 10.20 0.000
PDF: 2.700 10.20 0.000
PDF: 2.800 10.20 0.000
PDF: 2.900 10.20 0.000
PDF: 3.000 10.20 0.000
PDF: 3.100 10.20 0.000
PDF: 3.200 10.20 0.000
PDF: 3.300 10.20 0.000
PDF: 3.400 10.20 0.000
PDF: 3.500 10.20 0.000
PDF: 3.600 10.20 0.000
PDF: 3.700 10.20 0.000
PDF: 3.800 10.20 0.000
PDF: 3.900 10.20 0.000
PDF: 4.000 10.20 0.000
PDF: 4.100 10.20 0.000
PDF: 4.200 10.20 0.000
PDF: 4.300 10.20 0.000
PDF: 4.400 10.20 0.000
PDF: 4.500 10.20 0.000
PDF: 4.600 10.20 0.000
PDF: 4.700 10.20 0.000
PDF: 4.800 10.20 0.000
PDF: 4.900 10.20 0.000
PDF: -5.000 10.40 0.000
PDF: -4.900 10.40 0.000
PDF: -4.800 10.40 0.000
PDF: -4.700 10.40 0.000
PDF: -4.600 10.40 0.000
PDF: -4.500 10.40 0.000
PDF: -4.400 10.40 0.000
PDF: -4.300 10.40 0.000
PDF: -4.200 10.40 0.000
PDF: -4.100 10.40 0.000
PDF: -4.000 10.40 0.000
PDF: -3.900 10.40 0.000
PDF: -3.800 10.40 0.000
PDF: -3.700 10.40 0.000
PDF: -3.600 10.40 0.000
PDF: -3.500 10.40 0.000
PDF: -3.400 10.40 0.000
PDF: -3.300 10.40 0.001
PDF: -3.200 10.40 0.001
PDF: -3.100 10.40 0.001
PDF: -3.000 10.40 0.002
PDF: -2.900 10.40 0.003
PDF: -2.800 10.40 0.005
PDF: -2.700 10.40 0.007
PDF: -2.600 10.40 0.011
PDF: -2.500 10.40 0.015
PDF: -2.400 10.40 0.021
PDF: -2.300 10.40 0.029
PDF: -2.200 10.40 0.040
PDF: -2.100 10.40 0.053
PDF: -2.000 10.40 0.070
PDF: -1.900 10.40 0.092
PDF: -1.800 10.40 0.118
PDF: -1.700 10.40 0.150
PDF: -1.600 10.40 0.187
PDF: -1.500 10.40 0.231
PDF: -1.400 10.40 0.281
PDF: -1.300 10.40 0.338
PDF: -1.200 10.40 0.399
PDF: -1.100 10.40 0.466
PDF: -1.000 10.40 0.536
PDF: -0.900 10.40 0.607
PDF: -0.800 10.40 0.679
PDF: -0.700 10.40 0.749
PDF: -0.600 10.40 0.814
PDF: -0.500 10.40 0.872
PDF: -0.400 10.40 0.922
PDF: -0.300 10.40 0.961
PDF: -0.200 10.40 0.987
PDF: -0.100 10.40 1.000
PDF: -0.000 10.40 0.991
PDF: 0.100 10.40 0.926
PDF: 0.200 10.40 0.813
PDF: 0.300 10.40 0.670
PDF: 0.400 10.40 0.518
PDF: 0.500 10.40 0.376
PDF: 0.600 10.40 0.257
PDF: 0.700 10.40 0.164
PDF: 0.800 10.40 0.099
PDF: 0.900 10.40 0.056
PDF: 1.000 10.40 0.030
PDF: 1.100 10.40 0.015
PDF: 1.200 10.40 0.007
PDF: 1.300 10.40 0.003
PDF: 1.400 10.40 0.001
PDF: 1.500 10.40 0.000
PDF: 1.600 10.40 0.000
PDF: 1.700 10.40 0.000
PDF: 1.800 10.40 0.000
PDF: 1.900 10.40 0.000
PDF: 2.000 10.40 0.000
PDF: 2.100 10.40 0.000
PDF: 2.200 10.40 0.000
PDF: 2.300 10.40 0.000
PDF: 2.400 10.40 0.000
PDF: 2.500 10.40 0.000
PDF: 2.600 10.40 0.000
PDF: 2.700 10.40 0.000
PDF: 2.800 10.40 0.000
PDF: 2.900 10.40 0.000
PDF: 3.000 10.40 0.000
PDF: 3.100 10.40 0.000
PDF: 3.200 10.40 0.000
PDF: 3.300 10.40 0.000
PDF: 3.400 10.40 0.000
PDF: 3.500 10.40 0.000
PDF: 3.600 10.40 0.000
PDF: 3.700 10.40 0.000
PDF: 3.800 10.40 0.000
PDF: 3.900 10.40 0.000
PDF: 4.000 10.40 0.000
PDF: 4.100 10.40 0.000
PDF: 4.200 10.40 0.000
PDF: 4.300 10.40 0.000
PDF: 4.400 10.40 0.000
PDF: 4.500 10.40 0.000
PDF: 4.600 10.40 0.000
PDF: 4.700 10.40 0.000
PDF: 4.800 10.40 0.000
PDF: 4.900 10.40 0.000
PDF: -5.000 10.60 0.000
PDF: -4.900 10.60 0.000
PDF: -4.800 10.60 0.000
PDF: -4.700 10.60 0.000
PDF: -4.600 10.60 0.000
PDF: -4.500 10.60 0.000
PDF: -4.400 10.60 0.000
PDF: -4.300 10.60 0.000
PDF: -4.200 10.60 0.000
PDF: -4.100 10.60 0.000
PDF: -4.000 10.60 0.000
PDF: -3.900 10.60 0.000
PDF: -3.800 10.60 0.000
PDF: -3.700 10.60 0.000
PDF: -3.600 10.60 0.000
PDF: -3.500 10.60 0.001
PDF: -3.400 10.60 0.001
PDF: -3.300 10.60 0.001
PDF: -3.200 10.60 0.002
PDF: -3.100 10.60 0.003
PDF: -3.000 10.60 0.004
PDF: -2.900 10.60 0.006
PDF: -2.800 10.60 0.008
PDF: -2.700 10.60 0.012
PDF: -2.600 10.60 0.017
PDF: -2.500 10.60 0.023
PDF: -2.400 10.60 0.031
PDF: -2.300 10.60 0.041
PDF: -2.200 10.60 0.055
PDF: -2.100 10.60 0.072
PDF: -2.000 10.60 0.092
PDF: -1.900 10.60 0.117
PDF: -1.800 10.60 0.147
PDF: -1.700 10.60 0.183
PDF: -1.600 10.60 0.224
PDF: -1.500 10.60 0.271
PDF: -1.400 10.60 0.323
PDF: -1.300 10.60 0.380
PDF: -1.200 10.60 0.442
PDF: -1.100 10.60 0.508
PDF: -1.000 10.60 0.576
PDF: -0.900 10.60 0.645
PDF: -0.800 10.60 0.712
PDF: -0.700 10.60 0.777
PDF: -0.600 10.60 0.837
PDF: -0.500 10.60 0.890
PDF: -0.400 10.60 0.934
PDF: -0.300 10.60 0.968
PDF: -0.200 10.60 0.990
PDF: -0.100 10.60 1.000
PDF: -0.000 10.60 0.983
PDF: 0.100 10.60 0.903
PDF: 0.200 10.60 0.775
PDF: 0.300 10.60 0.620
PDF: 0.400 10.60 0.463
PDF: 0.500 10.60 0.323
PDF: 0.600 10.60 0.210
PDF: 0.700 10.60 0.128
PDF: 0.800 10.60 0.073
PDF: 0.900 10.60 0.038
PDF: 1.000 10.60 0.019
PDF: 1.100 10.60 0.009
PDF: 1.200 10.60 0.004
PDF: 1.300 10.60 0.002
PDF: 1.400 10.60 0.001
PDF: 1.500 10.60 0.000
PDF: 1.600 10.60 0.000
PDF: 1.700 10.60 0.000
PDF: 1.800 10.60 0.000
PDF: 1.900 10.60 0.000
PDF: 2.000 10.60 0.000
PDF: 2.100 10.60 0.000
PDF: 2.200 10.60 0.000
PDF: 2.300 10.60 0.000
PDF: 2.400 10.60 0.000
PDF: 2.500 10.60 0.000
PDF: 2.600 10.60 0.000
PDF: 2.700 10.60 0.000
PDF: 2.800 10.60 0.000
PDF: 2.900 10.60 0.000
PDF: 3.000 10.60 0.000
PDF: 3.100 10.60 0.000
PDF: 3.200 10.60 0.000
PDF: 3.300 10.60 0.000
PDF: 3.400 10.60 0.000
PDF: 3.500 10.60 0.000
PDF: 3.600 10.60 0.000
PDF: 3.700 10.60 0.000
PDF: 3.800 10.60 0.000
PDF: 3.900 10.60 0.000
PDF: 4.000 10.60 0.000
PDF: 4.100 10.60 0.000
PDF: 4.200 10.60 0.000
PDF: 4.300 10.60 0.000
PDF: 4.400 10.60 0.000
PDF: 4.500 10.60 0.000
PDF: 4.600 10.60 0.000
PDF: 4.700 10.60 0.000
PDF: 4.800 10.60 0.000
PDF: 4.900 10.60 0.000
PDF: -5.000 10.80 0.000
PDF: -4.900 10.80 0.000
PDF: -4.800 10.80 0.000
PDF: -4.700 10.80 0.000
PDF: -4.600 10.80 0.000
PDF: -4.500 10.80 0.000
PDF: -4.400 10.80 0.000
PDF: -4.300 10.80 0.000
PDF: -4.200 10.80 0.000
PDF: -4.100 10.80 0.000
PDF: -4.000 10.80 0.000
PDF: -3.900 10.80 0.000
PDF: -3.800 10.80 0.000
PDF: -3.700 10.80 0.000
PDF: -3.600 10.80 0.001
PDF: -3.500 10.80 0.001
PDF: -3.400 10.80 0.001
PDF: -3.300 10.80 0.002
PDF: -3.200 10.80 0.003
PDF: -3.100 10.80 0.004
PDF: -3.000 10.80 0.006
PDF: -2.900 10.80 0.009
PDF: -2.800 10.80 0.012
PDF: -2.700 10.80 0.017
PDF: -2.600 10.80 0.023
PDF: -2.500 10.80 0.032
PDF: -2.400 10.80 0.042
PDF: -2.300 10.80 0.056
PDF: -2.200 10.80 0.073
PDF: -2.100 10.80 0.094
PDF: -2.000 10.80 0.119
PDF: -1.900 10.80 0.150
PDF: -1.800 10.80 0.185
PDF: -1.700 10.80 0.227
PDF: -1.600 10.80 0.274
PDF: -1.500 10.80 0.326
PDF: -1.400 10.80 0.384
PDF: -1.300 10.80 0.446
PDF: -1.200 10.80 0.511
PDF: -1.100 10.80 0.579
PDF: -1.000 10.80 0.648
PDF: -0.900 10.80 0.715
PDF: -0.800 10.80 0.779
PDF: -0.700 10.80 0.839
PDF: -0.600 10.80 0.891
PDF: -0.500 10.80 0.935
PDF: -0.400 10.80 0.968
PDF: -0.300 10.80 0.990
PDF: -0.200 10.80 1.000
PDF: -0.100 10.80 0.988
PDF: -0.000 10.80 0.932
PDF: 0.100 10.80 0.840
PDF: 0.200 10.80 0.723
PDF: 0.300 10.80 0.594
PDF: 0.400 10.80 0.466
PDF: 0.500 10.80 0.349
PDF: 0.600 10.80 0.249
PDF: 0.700 10.80 0.170
PDF: 0.800 10.80 0.111
PDF: 0.900 10.80 0.069
PDF: 1.000 10.80 0.041
PDF: 1.100 10.80 0.023
PDF: 1.200 10.80 0.013
PDF: 1.300 10.80 0.006
PDF: 1.400 10.80 0.003
PDF: 1.500 10.80 0.002
PDF: 1.600 10.80 0.001
PDF: 1.700 10.80 0.000
PDF: 1.800 10.80 0.000
PDF: 1.900 10.80 0.000
PDF: 2.000 10.80 0.000
PDF: 2.100 10.80 0.000
PDF: 2.200 10.80 0.000
PDF: 2.300 10.80 0.000
PDF: 2.400 10.80 0.000
PDF: 2.500 10.80 0.000
PDF: 2.600 10.80 0.000
PDF: 2.700 10.80 0.000
PDF: 2.800 10.80 0.000
PDF: 2.900 10.80 0.000
PDF: 3.000 10.80 0.000
PDF: 3.100 10.80 0.000
PDF: 3.200 10.80 0.000
PDF: 3.300 10.80 0.000
PDF: 3.400 10.80 0.000
PDF: 3.500 10.80 0.000
PDF: 3.600 10.80 0.000
PDF: 3.700 10.80 0.000
PDF: 3.800 10.80 0.000
PDF: 3.900 10.80 0.000
PDF: 4.000 10.80 0.000
PDF: 4.100 10.80 0.000
PDF: 4.200 10.80 0.000
PDF: 4.300 10.80 0.000
PDF: 4.400 10.80 0.000
PDF: 4.500 10.80 0.000
PDF: 4.600 10.80 0.000
PDF: 4.700 10.80 0.000
PDF: 4.800 10.80 0.000
PDF: 4.900 10.80 0.000
PDF: -5.000 11.00 0.000
PDF: -4.900 11.00 0.000
PDF: -4.800 11.00 0.000
PDF: -4.700 11.00 0.000
PDF: -4.600 11.00 0.000
PDF: -4.500 11.00 0.000
PDF: -4.400 11.00 0.000
PDF: -4.300 11.00 0.000
PDF: -4.200 11.00 0.000
PDF: -4.100 11.00 0.000
PDF: -4.000 11.00 0.000
PDF: -3.900 11.00 0.000
PDF: -3.800 11.00 0.000
PDF: -3.700 11.00 0.000
PDF: -3.600 11.00 0.000
PDF: -3.500 11.00 0.001
PDF: -3.400 11.00 0.001
PDF: -3.300 11.00 0.001
PDF: -3.200 11.00 0.002
PDF: -3.100 11.00 0.003
PDF: -3.000 11.00 0.005
PDF: -2.900 11.00 0.007
PDF: -2.800 11.00 0.011
PDF: -2.700 11.00 0.016
PDF: -2.600 11.00 0.022
PDF: -2.500 11.00 0.031
PDF: -2.400 11.00 0.042
PDF: -2.300 11.00 0.056
PDF: -2.200 11.00 0.075
PDF: -2.100 11.00 0.098
PDF: -2.000 11.00 0.127
PDF: -1.900 11.00 0.161
PDF: -1.800 11.00 0.202
PDF: -1.700 11.00 0.249
PDF: -1.600 11.00 0.303
PDF: -1.500 11.00 0.363
PDF: -1.400 11.00 0.429
PDF: -1.300 11.00 0.499
PDF: -1.200 11.00 0.572
PDF: -1.100 11.00 0.646
PDF: -1.000 11.00 0.719
PDF: -0.900 11.00 0.788
PDF: -0.800 11.00 0.851
PDF: -0.700 11.00 0.905
PDF: -0.600 11.00 0.949
PDF: -0.500 11.00 0.981
PDF: -0.400 11.00 0.998
PDF: -0.300 11.00 1.000
PDF: -0.200 11.00 0.972
PDF: -0.100 11.00 0.912
PDF: -0.000 11.00 0.826
PDF: 0.100 11.00 0.722
PDF: 0.200 11.00 0.609
PDF: 0.300 11.00 0.496
PDF: 0.400 11.00 0.390
PDF: 0.500 11.00 0.296
PDF: 0.600 11.00 0.217
PDF: 0.700 11.00 0.154
PDF: 0.800 11.00 0.105
PDF: 0.900 11.00 0.069
PDF: 1.000 11.00 0.044
PDF: 1.100 11.00 0.027
PDF: 1.200 11.00 0.016
PDF: 1.300 11.00 0.009
PDF: 1.400 11.00 0.005
PDF: 1.500 11.00 0.003
PDF: 1.600 11.00 0.001
PDF: 1.700 11.00 0.001
PDF: 1.800 11.00 0.000
PDF: 1.900 11.00 0.000
PDF: 2.000 11.00 0.000
PDF: 2.100 11.00 0.000
PDF: 2.200 11.00 0.000
PDF: 2.300 11.00 0.000
PDF: 2.400 11.00 0.000
PDF: 2.500 11.00 0.000
PDF: 2.600 11.00 0.000
PDF: 2.700 11.00 0.000
PDF: 2.800 11.00 0.000
PDF: 2.900 11.00 0.000
PDF: 3.000 11.00 0.000
PDF: 3.100 11.00 0.000
PDF: 3.200 11.00 0.000
PDF: 3.300 11.00 0.000
PDF: 3.400 11.00 0.000
PDF: 3.500 11.00 0.000
PDF: 3.600 11.00 0.000
PDF: 3.700 11.00 0.000
PDF: 3.800 11.00 0.000
PDF: 3.900 11.00 0.000
PDF: 4.000 11.00 0.000
PDF: 4.100 11.00 0.000
PDF: 4.200 11.00 0.000
PDF: 4.300 11.00 0.000
PDF: 4.400 11.00 0.000
PDF: 4.500 11.00 0.000
PDF: 4.600 11.00 0.000
PDF: 4.700 11.00 0.000
PDF: 4.800 11.00 0.000
PDF: 4.900 11.00 0.000
PDF: -5.000 11.20 0.000
PDF: -4.900 11.20 0.000
PDF: -4.800 11.20 0.000
PDF: -4.700 11.20 0.000
PDF: -4.600 11.20 0.000
PDF: -4.500 11.20 0.000
PDF: -4.400 11.20 0.000
PDF: -4.300 11.20 0.000
PDF: -4.200 11.20 0.000
PDF: -4.100 11.20 0.001
PDF: -4.000 11.20 0.001
PDF: -3.900 11.20 0.001
PDF: -3.800 11.20 0.002
PDF: -3.700 11.20 0.003
PDF: -3.600 11.20 0.004
PDF: -3.500 11.20 0.005
PDF: -3.400 11.20 0.007
PDF: -3.300 11.20 0.010
PDF: -3.200 11.20 0.013
PDF: -3.100 11.20 0.017
PDF: -3.000 11.20 0.023
PDF: -2.900 11.20 0.029
PDF: -2.800 11.20 0.038
PDF: -2.700 11.20 0.048
PDF: -2.600 11.20 0.061
PDF: -2.500 11.20 0.076
PDF: -2.400 11.20 0.095
PDF: -2.300 11.20 0.116
PDF: -2.200 11.20 0.141
PDF: -2.100 11.20 0.171
PDF: -2.000 11.20 0.204
PDF: -1.900 11.20 0.241
PDF: -1.800 11.20 0.282
PDF: -1.700 11.20 0.328
PDF: -1.600 11.20 0.377
PDF: -1.500 11.20 0.430
PDF: -1.400 11.20 0.485
PDF: -1.300 11.20 0.543
PDF: -1.200 11.20 0.601
PDF: -1.100 11.20 0.660
PDF: -1.000 11.20 0.718
PDF: -0.900 11.20 0.773
PDF: -0.800 11.20 0.825
PDF: -0.700 11.20 0.872
PDF: -0.600 11.20 0.913
PDF: -0.500 11.20 0.947
PDF: -0.400 11.20 0.974
PDF: -0.300 11.20 0.991
PDF: -0.200 11.20 1.000
PDF: -0.100 11.20 0.993
PDF: -0.000 11.20 0.941
PDF: 0.100 11.20 0.850
PDF: 0.200 11.20 0.732
PDF: 0.300 11.20 0.600
PDF: 0.400 11.20 0.468
PDF: 0.500 11.20 0.348
PDF: 0.600 11.20 0.246
PDF: 0.700 11.20 0.166
PDF: 0.800 11.20 0.107
PDF: 0.900 11.20 0.065
PDF: 1.000 11.20 0.038
PDF: 1.100 11.20 0.021
PDF: 1.200 11.20 0.011
PDF: 1.300 11.20 0.006
PDF: 1.400 11.20 0.003
PDF: 1.500 11.20 0.001
PDF: 1.600 11.20 0.001
PDF: 1.700 11.20 0.000
PDF: 1.800 11.20 0.000
PDF: 1.900 11.20 0.000
PDF: 2.000 11.20 0.000
PDF: 2.100 11.20 0.000
PDF: 2.200 11.20 0.000
PDF: 2.300 11.20 0.000
PDF: 2.400 11.20 0.000
PDF: 2.500 11.20 0.000
PDF: 2.600 11.20 0.000
PDF: 2.700 11.20 0.000
PDF: 2.800 11.20 0.000
PDF: 2.900 11.20 0.000
PDF: 3.000 11.20 0.000
PDF: 3.100 11.20 0.000
PDF: 3.200 11.20 0.000
PDF: 3.300 11.20 0.000
PDF: 3.400 11.20 0.000
PDF: 3.500 11.20 0.000
PDF: 3.600 11.20 0.000
PDF: 3.700 11.20 0.000
PDF: 3.800 11.20 0.000
PDF: 3.900 11.20 0.000
PDF: 4.000 11.20 0.000
PDF: 4.100 11.20 0.000
PDF: 4.200 11.20 0.000
PDF: 4.300 11.20 0.000
PDF: 4.400 11.20 0.000
PDF: 4.500 11.20 0.000
PDF: 4.600 11.20 0.000
PDF: 4.700 11.20 0.000
PDF: 4.800 11.20 0.000
PDF: 4.900 11.20 0.000
PDF: -5.000 11.40 0.000
PDF: -4.900 11.40 0.000
PDF: -4.800 11.40 0.000
PDF: -4.700 11.40 0.000
PDF: -4.600 11.40 0.001
PDF: -4.500 11.40 0.001
PDF: -4.400 11.40 0.001
PDF: -4.300 11.40 0.002
PDF: -4.200 11.40 0.002
PDF: -4.100 11.40 0.003
PDF: -4.000 11.40 0.004
PDF: -3.900 11.40 0.005
PDF: -3.800 11.40 0.006
PDF: -3.700 11.40 0.008
PDF: -3.600 11.40 0.011
PDF: -3.500 11.40 0.014
PDF: -3.400 11.40 0.018
PDF: -3.300 11.40 0.023
PDF: -3.200 11.40 0.028
PDF: -3.100 11.40 0.036
PDF: -3.000 11.40 0.044
